Código IES;Nome do Curso
1584;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1892;ENGENHARIA MECATRÔNICA
17902;PRODUÇÃO AUDIOVISUAL
376;ENGENHARIA CIVIL
322;ARQUITETURA E URBANISMO
1032;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
322;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1725;ADMINISTRAÇÃO
3779;MARKETING
466;DANÇA
74;PEDAGOGIA
4150;FISIOTERAPIA
1854;COMUNICAÇÃO SOCIAL
745;PSICOLOGIA
456;ENGENHARIA AMBIENTAL
1445;SISTEMAS DE INFORMAÇÃO
1224;PEDAGOGIA
322;ENGENHARIA MECÂNICA
1313;DIREITO
203;ODONTOLOGIA
3612;ENGENHARIA MECÂNICA
22028;BIOMEDICINA
4655;ENFERMAGEM
203;CINEMA E AUDIOVISUAL
672;ENGENHARIA CIVIL
231;ESTUDOS SOCIAIS
54;ENGENHARIA DE PRODUÇÃO
953;ENFERMAGEM
1898;ADMINISTRAÇÃO
1299;BIOMEDICINA
591;CIÊNCIAS SOCIAIS
15784;ALIMENTOS
56;EDUCAÇÃO FÍSICA
543;MÚSICA
55;QUÍMICA - HABILITAÇÃO TECNOLÓGICA - ÊNFASE EM ALIMENTOS
203;GESTÃO COMERCIAL
322;COMUNICAÇÃO SOCIAL - JORNALISMO
316;FARMÁCIA
526;QUÍMICA
322;EDUCAÇÃO FÍSICA
60;LETRAS - LÍNGUA PORTUGUESA
322;ENFERMAGEM
1892;BIOMEDICINA
316;ODONTOLOGIA
56;FÍSICA
23700;GESTÃO EMPRESARIAL
420;MEDICINA VETERINÁRIA
55;CIÊNCIAS SOCIAIS
374;CIÊNCIAS CONTÁBEIS
376;ADMINISTRAÇÃO
1294;DESIGN DE GAMES
322;ENFERMAGEM
491;ENGENHARIA DE PRODUÇÃO
17942;DESIGN DE PRODUTO
55;MÚSICA COM HABILITAÇÃO EM INSTRUMENTO DE CORDAS - ÊNFASE EM VIOLONCELO
493;ENFERMAGEM
1281;BIOMEDICINA
4024;INFORMÁTICA
322;ARQUITETURA E URBANISMO
25656;GESTÃO COMERCIAL
1292;BIOMEDICINA
17854;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
4925;FÍSICA
1711;ENGENHARIA CIVIL
1046;ODONTOLOGIA
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
852;INTELIGÊNCIA ARTIFICIAL
1149;ARQUITETURA E URBANISMO
21850;RADIOLOGIA
24253;ENFERMAGEM
533;FÍSICA
21693;DIREITO
2811;PRODUÇÃO AUDIOVISUAL
665;CIÊNCIAS ECONÔMICAS
15585;MECÂNICA AUTOMOBILÍSTICA
206;ESTÉTICA E COSMÉTICA
322;ODONTOLOGIA
1224;DIREITO
1810;MATEMÁTICA
217;DIREITO
415;GESTÃO HOSPITALAR
54;CIÊNCIAS BIOLÓGICAS
55;ENFERMAGEM
15581;AUTOMAÇÃO E MANUFATURA DIGITAL
221;DIREITO
271;ENGENHARIA CIVIL
2328;GESTÃO DE RECURSOS HUMANOS
457;FARMÁCIA
1100;ENGENHARIA DE PRODUÇÃO
4017;PSICOLOGIA
149;ENFERMAGEM
23241;MARKETING
1561;DIREITO
3985;ENGENHARIA DE PRODUÇÃO
56;ENGENHARIA DE BIOPROCESSOS E BIOTECNOLOGIA
271;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
790;MEDICINA
2774;ENGENHARIA DE PRODUÇÃO
1810;ENGENHARIA MECÂNICA
1219;FISIOTERAPIA
322;NUTRIÇÃO
3985;ARQUITETURA E URBANISMO
1490;ENGENHARIA AGRONÔMICA
1621;EDUCAÇÃO FÍSICA
137;FARMÁCIA
56;MÚSICA
1433;SISTEMAS DE INFORMAÇÃO
3937;ENGENHARIA MECÂNICA
1294;PSICOLOGIA
1892;GESTÃO FINANCEIRA
19;ENGENHARIA QUÍMICA
374;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
3432;PSICOLOGIA
4522;ENFERMAGEM
22;CIÊNCIAS CONTÁBEIS
322;EDUCAÇÃO FÍSICA
55;ENGENHARIA ELéTRICA - ÊNFASE EM SISTEMAS DE ENERGIA E AUTOMAçãO
322;PEDAGOGIA
55;ENGENHARIA FLORESTAL
496;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
591;HISTÓRIA
670;ENFERMAGEM
322;PEDAGOGIA
203;EDUCAÇÃO FÍSICA
56;CIÊNCIAS BIOLÓGICAS
322;ENGENHARIA CIVIL
1388;CIÊNCIAS CONTÁBEIS
162;PRODUÇÃO MOVELEIRA
203;ENGENHARIA DE COMPUTAÇÃO
3985;GESTÃO DE RECURSOS HUMANOS
316;ADMINISTRAÇÃO DE RECURSOS HUMANOS
1294;EDUCAÇÃO FÍSICA
2279;REDES DE COMPUTADORES
1561;CIÊNCIAS ECONÔMICAS
150;DESIGN
1878;ENGENHARIA DE ROBÔS
496;SERVIÇO SOCIAL
1388;BIOMEDICINA
4090;ENGENHARIA DE ENERGIA
4926;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
434;MÚSICA
322;FISIOTERAPIA
852;ENGENHARIA DE SOFTWARE
457;ODONTOLOGIA
150;ENGENHARIA AGRONÔMICA
322;DESIGN GRÁFICO
457;DESIGN DE MODA
316;DESIGN GRÁFICO
417;ENGENHARIA AMBIENTAL
11308;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
440;RELAÇÕES INTERNACIONAIS
322;DIREITO
316;COMUNICAÇÃO SOCIAL - JORNALISMO
135;ESTÉTICA E COSMÉTICA
1434;GESTÃO DE RECURSOS HUMANOS
790;FISIOTERAPIA
1810;LOGÍSTICA
24368;PSICOLOGIA
1478;ENGENHARIA ELÉTRICA
55;ARQUITETURA E URBANISMO
4138;PEDAGOGIA
4138;CIÊNCIA DA COMPUTAÇÃO
481;EDUCAÇÃO FÍSICA
898;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
2279;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
55;DIREITO
483;GESTÃO FINANCEIRA
1810;MATEMÁTICA
2879;ADMINISTRAÇÃO
882;ARQUITETURA E URBANISMO
1313;MARKETING
481;COMUNICAÇÃO SOCIAL - JORNALISMO
457;FISIOTERAPIA
19861;PEDAGOGIA
19;SERVIÇO SOCIAL
605;MÍDIAS SOCIAIS E INFLUÊNCIA DIGITAL
1810;SISTEMAS PARA INTERNET
203;DIREITO
203;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
322;LOGÍSTICA
4652;FARMÁCIA
481;ADMINISTRAÇÃO
231;LETRAS - PORTUGUÊS E ESPANHOL
227;DIREITO
56;GEOGRAFIA
502;DESIGN DE INTERIORES
1294;QUÍMICA
898;GESTÃO DE RECURSOS HUMANOS
502;ENGENHARIA CIVIL
481;ENGENHARIA CIVIL
1270;CIÊNCIAS CONTÁBEIS
466;SISTEMAS DE INFORMAÇÃO
1836;ARQUITETURA E URBANISMO
7;PEDAGOGIA
1100;LOGÍSTICA
605;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
138;CIÊNCIAS BIOLÓGICAS
203;SISTEMAS DE INFORMAÇÃO
322;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
2408;FOTOGRAFIA
322;NUTRIÇÃO
952;PSICOLOGIA
4655;PEDAGOGIA
734;CIÊNCIAS
1385;CIÊNCIA DA COMPUTAÇÃO
56;ENGENHARIA AGRONÔMICA
521;MEDICINA
56;ENGENHARIA DE ALIMENTOS
1032;REDES DE COMPUTADORES
5669;DIREITO
316;PROCESSOS GERENCIAIS
138;CIÊNCIAS BIOLÓGICAS
4925;ENGENHARIA AMBIENTAL E URBANA
275;ENGENHARIA QUÍMICA
54;ENGENHARIA MECÂNICA
1045;PSICOLOGIA
5387;BANCO DE DADOS
1846;MARKETING
11289;GESTÃO FINANCEIRA
316;LOGÍSTICA
466;NUTRIÇÃO
793;PEDAGOGIA
15696;MECATRÔNICA INDUSTRIAL
11308;ADMINISTRAÇÃO
4724;ENGENHARIA DE PRODUÇÃO
316;ARQUITETURA E URBANISMO
203;EDUCAÇÃO FÍSICA
1946;CIÊNCIAS CONTÁBEIS
2183;ENGENHARIA ELÉTRICA
1187;FISIOTERAPIA
254;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
322;FISIOTERAPIA
54;EDUCAÇÃO FÍSICA
17902;GESTÃO DE RECURSOS HUMANOS
203;SECRETARIADO
7;AGROECOLOGIA
322;MARKETING
22176;PEDAGOGIA
12817;ADMINISTRAÇÃO
923;CIÊNCIAS BIOLÓGICAS
481;COACH DIGITAL
74;ADMINISTRAÇÃO
316;LETRAS - INGLÊS
203;TURISMO
322;COMÉRCIO EXTERIOR
456;NUTRIÇÃO
322;ENGENHARIA DE PRODUÇÃO
1275;ADMINISTRAÇÃO
1465;TEOLOGIA
481;SERVIÇOS NOTARIAIS E JURÍDICOS
25205;PSICOLOGIA
546;CIÊNCIAS CONTÁBEIS
1444;FONOAUDIOLOGIA
16194;ENGENHARIA DE PRODUÇÃO
1043;ENGENHARIA DA COMPUTAÇÃO
2123;ODONTOLOGIA
1149;ENGENHARIA MECÂNICA
322;ENGENHARIA DE PRODUÇÃO
167;EDUCAÇÃO FÍSICA
56;MÚSICA - COMPOSIÇÃO E REGÊNCIA
1149;CINEMA E AUDIOVISUAL
21654;ENGENHARIA CARTOGRÁFICA E DE AGRIMENSURA
203;ENGENHARIA QUÍMICA
55;MEDICINA VETERINÁRIA
852;JOGOS DIGITAIS
208;EDUCAÇÃO FÍSICA
322;CIÊNCIA DA COMPUTAÇÃO
67;ENGENHARIA MECATRÔNICA
481;GAME DESIGN
481;GESTÃO DA QUALIDADE
23235;ENGENHARIA CIVIL
370;ARQUITETURA E URBANISMO
18711;FARMÁCIA
56;HISTÓRIA
316;MEDICINA VETERINÁRIA
466;ENGENHARIA DE SOFTWARE
1294;QUÍMICA
322;PROPAGANDA E MARKETING
4293;ENFERMAGEM
526;ESTÉTICA E COSMÉTICA
1045;GASTRONOMIA
371;MÚSICA
203;GESTÃO FINANCEIRA
14401;CIÊNCIAS CONTÁBEIS
1810;QUÍMICA
1032;ENFERMAGEM
417;HISTÓRIA
12522;PEDAGOGIA
15757;LOGÍSTICA
203;QUÍMICA
852;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
56;MÚSICA - CORDAS
1100;PSICOLOGIA
466;CIÊNCIAS BIOLÓGICAS
665;MÍDIAS SOCIAIS DIGITAIS
466;PEDAGOGIA
12817;DIREITO
845;PEDAGOGIA
2886;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
495;MATEMÁTICA
456;GASTRONOMIA
852;ENGENHARIA DE SOFTWARE
150;CIÊNCIA DE DADOS E INTELIGÊNCIA ARTIFICIAL
322;DIREITO
1100;RADIOLOGIA
374;ENGENHARIA AMBIENTAL E SANITÁRIA
21638;NEGÓCIOS DIGITAIS
322;FARMÁCIA
2625;ENGENHARIA DE SOFTWARE
707;ENGENHARIA DE PRODUÇÃO
322;SECRETARIADO EXECUTIVO
316;MEDICINA
4211;ENGENHARIA AMBIENTAL E SANITÁRIA
1032;DESIGN DE MODA
3529;CIÊNCIA DA COMPUTAÇÃO
952;MARKETING
1854;ADMINISTRAÇÃO
1490;ENFERMAGEM
1161;CIÊNCIA DA COMPUTAÇÃO
322;DESIGN GRÁFICO
203;PSICOLOGIA
319;AGRONOMIA
665;ENGENHARIA CIVIL
481;GESTÃO FINANCEIRA
1898;PEDAGOGIA
1224;LETRAS - PORTUGUÊS E INGLÊS
269;JORNALISMO
275;ENGENHARIA DA COMPUTAÇÃO
591;MATEMÁTICA COMPUTACIONAL
665;CIÊNCIAS BIOLÓGICAS
1317;NUTRIÇÃO
322;SERVIÇO SOCIAL
1149;DESIGN DE INTERIORES
1032;CIÊNCIAS CONTÁBEIS
591;LETRAS - PORTUGUÊS E ESPANHOL
55;PEDAGOGIA
316;PROCESSOS GERENCIAIS
4138;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
608;EDUCAÇÃO FÍSICA
18372;DIREITO
322;LOGÍSTICA
1225;MECATRÔNICA INDUSTRIAL
375;ENGENHARIA AMBIENTAL
322;ENGENHARIA MECÂNICA
124;ESTÉTICA E COSMÉTICA
5288;ENGENHARIA DE COMPUTAÇÃO
1711;ENFERMAGEM
213;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
591;ENGENHARIA QUÍMICA
322;BIOMEDICINA
221;DESIGN DE INTERIORES
997;ADMINISTRAÇÃO
481;CIÊNCIAS CONTÁBEIS
953;MEDICINA VETERINÁRIA
54;FÍSICA
206;ENGENHARIA DE SOFTWARE
1810;AUTOMAÇÃO INDUSTRIAL
203;ENGENHARIA DE PRODUÇÃO
55;EDUCAÇÃO FÍSICA
17902;COMÉRCIO EXTERIOR
670;ENGENHARIA ELÉTRICA
55;ENGENHARIA ELÉTRICA - ÊNFASE EM ELETRÔNICA E SISTEMAS COMPUTACIONAIS
1949;ENFERMAGEM
3641;SISTEMA DE INFORMAÇÃO
1870;LETRAS - INGLÊS
1292;MEDICINA
4141;ENGENHARIA ELÉTRICA
14401;ENGENHARIA CIVIL
3978;PROCESSOS QUÍMICOS
1161;ENGENHARIA DE COMPUTAÇÃO
19;FISIOTERAPIA
322;PRODUÇÃO AUDIOVISUAL
375;MEDICINA
17593;CIÊNCIAS CONTÁBEIS
526;GESTÃO DE RECURSOS HUMANOS
1294;ADMINISTRAÇÃO
206;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
457;PUBLICIDADE E PROPAGANDA
745;LETRAS - INGLÊS
3937;ENGENHARIA DE PRODUÇÃO
483;LETRAS
852;MARKETING
167;ENGENHARIA AMBIENTAL E SANITÁRIA
1032;ENGENHARIA QUÍMICA
1273;ENFERMAGEM
1388;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
5669;GESTÃO DA PRODUÇÃO INDUSTRIAL
167;SISTEMAS DE INFORMAÇÃO
481;GESTÃO COMERCIAL
2279;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
146;PSICOLOGIA
14715;LOGÍSTICA
275;ARTES E MÍDIAS DIGITAIS
217;COMUNICAÇÃO SOCIAL
19;GEOGRAFIA
952;ENGENHARIA MECÂNICA
316;DESIGN
56;SERVIÇO SOCIAL
316;RADIOLOGIA
3985;NUTRIÇÃO
1092;FISIOTERAPIA
94;EDUCAÇÃO FÍSICA
322;DESIGN GRÁFICO
3779;LOGÍSTICA
1032;CIÊNCIAS CONTÁBEIS
4995;LOGÍSTICA
457;EDUCAÇÃO FÍSICA
953;PEDAGOGIA
17662;ODONTOLOGIA
109;AGRIMENSURA
2205;ADMINISTRAÇÃO
56;MATEMÁTICA
1295;EDUCAÇÃO FÍSICA
17854;GESTÃO FINANCEIRA
2811;FILOSOFIA
457;NUTRIÇÃO
466;COMUNICAÇÃO SOCIAL - JORNALISMO
13796;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1964;GESTÃO FINANCEIRA
3985;FOTOGRAFIA
3779;ENFERMAGEM
1149;ENFERMAGEM
793;PSICOLOGIA
316;CIÊNCIAS BIOLÓGICAS
1810;MECATRÔNICA INDUSTRIAL
203;LETRAS - TRADUTOR E INTÉRPRETE
1788;MATEMÁTICA
206;SECRETARIADO EXECUTIVO
375;FISIOTERAPIA
417;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
4169;GESTÃO DE RECURSOS HUMANOS
376;NUTRIÇÃO
1465;ADMINISTRAÇÃO
1273;PSICOLOGIA
434;FISIOTERAPIA
322;JORNALISMO
707;PEDAGOGIA
483;GESTÃO DE RECURSOS HUMANOS
322;CIÊNCIAS BIOLÓGICAS
23241;ENGENHARIA ELÉTRICA
374;LOGÍSTICA
374;EDUCAÇÃO FÍSICA
1878;CIÊNCIA DA COMPUTAÇÃO
322;CIÊNCIA DA COMPUTAÇÃO
56;ENGENHARIA ELÉTRICA
1762;GESTÃO FINANCEIRA
734;HISTÓRIA
316;ENFERMAGEM
1281;AGRONOMIA
4492;ENFERMAGEM
793;DIREITO
1032;ENGENHARIA
734;LETRAS
1478;ADMINISTRAÇÃO
1810;ENGENHARIA DE COMPUTAÇÃO
466;FISIOTERAPIA
203;CIÊNCIAS CONTÁBEIS
55;ADMINISTRAÇÃO
1266;CIÊNCIAS CONTÁBEIS
3308;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
234;CIÊNCIAS CONTÁBEIS
1032;ENGENHARIA CIVIL
5669;FABRICAÇÃO MECÂNICA
953;GESTÃO DE TURISMO
440;DIREITO
1541;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO
1294;GESTÃO DE RECURSOS HUMANOS
1762;ADMINISTRAÇÃO
316;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
4141;ODONTOLOGIA
316;EDUCAÇÃO FÍSICA
23241;GESTÃO FINANCEIRA
56;TURISMO
1292;HISTÓRIA
162;ARTES
2688;GESTÃO DE RECURSOS HUMANOS
2408;LOGÍSTICA
203;DESIGN
457;NUTRIÇÃO
1149;GASTRONOMIA
953;EDUCAÇÃO FÍSICA
543;COMUNICAÇÃO SOCIAL
852;DESIGN DIGITAL
845;DIREITO
360;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
466;ENGENHARIA QUÍMICA
271;DESIGN
1388;FARMÁCIA
1690;CIÊNCIAS CONTÁBEIS
1295;ADMINISTRAÇÃO
363;GEOGRAFIA
1294;CONSTRUÇÃO DE EDIFÍCIOS
221;CIÊNCIAS CONTÁBEIS
5099;AUTOMAÇÃO INDUSTRIAL
322;DESIGN GRÁFICO
55;ENGENHARIA ELÉTRICA - ÊNFASE EM ENERGIA E AUTOMAÇÃO ELÉTRICAS
496;ENGENHARIA CIVIL
376;SERVIÇO SOCIAL
2355;PSICOLOGIA
5387;JOGOS DIGITAIS
2131;DIREITO
481;ARQUITETURA E URBANISMO
1810;ADMINISTRAÇÃO
1388;EDUCAÇÃO FÍSICA
36;LOGÍSTICA
466;NUTRIÇÃO
55;LETRAS - ARMÊNIO
1490;MEDICINA
316;ENGENHARIA CIVIL
322;ENGENHARIA DE PRODUÇÃO
322;DIREITO
1742;AUTOMAÇÃO INDUSTRIAL
417;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
265;CIÊNCIAS CONTÁBEIS
417;DESIGN GRÁFICO
322;SECRETARIADO EXECUTIVO
55;FISIOTERAPIA
322;LETRAS - PORTUGUÊS E INGLÊS
56;ADMINISTRAÇÃO
481;ADMINISTRAÇÃO
13488;LOGÍSTICA
4925;FÍSICA
162;DESIGN DE INTERIORES
17854;PEDAGOGIA
316;SERVIÇO SOCIAL
319;PSICOLOGIA
456;CONSTRUÇÃO DE EDIFÍCIOS
1743;ALIMENTOS
203;DIREITO
322;CIÊNCIAS BIOLÓGICAS
466;GASTRONOMIA
19501;MARKETING
322;CIÊNCIAS ECONÔMICAS
1294;DESIGN
17854;ENGENHARIA ELÉTRICA
496;QUÍMICA
203;ENGENHARIA DE PRODUÇÃO
271;PEDAGOGIA
4826;LOGÍSTICA
109;CIÊNCIAS CONTÁBEIS
1561;MARKETING
208;ADMINISTRAÇÃO
1100;CIÊNCIAS CONTÁBEIS
20497;ARQUITETURA E URBANISMO
18711;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1281;PEDAGOGIA
652;COMPLEMENTAÇÃO DE ESTUDOS
517;NUTRIÇÃO
227;CIÊNCIAS BIOLÓGICAS
5633;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
466;NUTRIÇÃO
5045;PEDAGOGIA
22316;DIREITO
4522;FARMÁCIA
1299;ENGENHARIA AMBIENTAL E SANITÁRIA
521;CIÊNCIAS CONTÁBEIS
1836;CIÊNCIAS ECONÔMICAS
1266;ESTÉTICA E COSMÉTICA
124;ENFERMAGEM
1949;ADMINISTRAÇÃO
1870;MATEMÁTICA
3012;FILOSOFIA
207;EDUCAÇÃO FÍSICA
1149;ENFERMAGEM
4023;DESENVOLVIMENTO DE PRODUTOS PLÁSTICOS
605;SECRETARIADO
33;PROCESSAMENTO DE DADOS
4522;ENGENHARIA AGRONÔMICA
21850;ADMINISTRAÇÃO
5217;ENGENHARIA CIVIL
375;DIREITO
1846;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
3008;CIÊNCIAS CONTÁBEIS
1490;FARMÁCIA
1299;CIÊNCIAS CONTÁBEIS
2342;LETRAS - INGLÊS
1413;ADMINISTRAÇÃO
591;QUÍMICA INDUSTRIAL
21654;GESTÃO DE RECURSOS HUMANOS
322;FARMÁCIA
55;CIÊNCIAS BIOMÉDICAS - ÊNFASE EM BIOTECNOLOGIA EM SAÚDE
526;ENGENHARIA DE PRODUÇÃO
1100;PEDAGOGIA
316;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
271;MARKETING
138;HISTÓRIA
203;ODONTOLOGIA
4104;DIREITO
203;PSICOLOGIA
22;CIÊNCIA DA COMPUTAÇÃO
481;HISTÓRIA
461;COMUNICAÇÃO SOCIAL - RÁDIO E TELEVISÃO
322;ENGENHARIA CIVIL
434;RADIOLOGIA
1562;SERVIÇO SOCIAL
1690;CIÊNCIAS BIOLÓGICAS
14069;ADMINISTRAÇÃO
1946;SERVIÇOS JURÍDICOS NOTARIAIS E DE REGISTRO
1445;ENGENHARIA CIVIL
322;ESTÉTICA E COSMÉTICA
3400;FISIOTERAPIA
5312;FISIOTERAPIA
605;EDUCAÇÃO FÍSICA
7;ADMINISTRAÇÃO
466;DESIGN GRÁFICO
271;EDUCAÇÃO FÍSICA
458;ADMINISTRAÇÃO
322;CIÊNCIAS BIOLÓGICAS
4138;FISIOTERAPIA
466;ENFERMAGEM
672;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
316;GESTÃO FINANCEIRA
15752;COMÉRCIO EXTERIOR
322;DIREITO
55;ENGENHARIA ELÉTRICA - ÊNFASE EM TELECOMUNICAÇÕES
910;ADMINISTRAÇÃO
35;GESTÃO EMPRESARIAL
203;GESTÃO COMERCIAL
271;MEDICINA
1810;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
376;ADMINISTRAÇÃO
3985;ENGENHARIA DE COMPUTAÇÃO
23991;ADMINISTRAÇÃO
74;EDUCAÇÃO FÍSICA
1432;PEDAGOGIA
4000;NUTRIÇÃO
17662;ENGENHARIA CIVIL
322;ENGENHARIA MECÂNICA
1418;JORNALISMO
56;LETRAS - ITALIANO
221;GESTÃO FINANCEIRA
793;ENGENHARIA DE PRODUÇÃO
322;FISIOTERAPIA
721;CIÊNCIAS CONTÁBEIS
14715;EDUCAÇÃO FÍSICA
1762;PEDAGOGIA
21502;PEDAGOGIA
13527;FILOSOFIA
56;MÚSICA
1732;BANCO DE DADOS
322;CIÊNCIAS BIOLÓGICAS
3837;BANCO DE DADOS
203;PSICOLOGIA
2408;PRODUÇÃO FONOGRÁFICA
1810;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
1810;LETRAS - PORTUGUÊS E INGLÊS
466;FARMÁCIA
55;JORNALISMO
15688;DESENVOLVIMENTO DE SOFTWARE MULTIPLATAFORMA
374;CIÊNCIAS CONTÁBEIS
374;GESTÃO DA PRODUÇÃO INDUSTRIAL
1219;ENGENHARIA CIVIL
1490;MARKETING
55;DIREITO
1690;ADMINISTRAÇÃO
203;ENGENHARIA MECÂNICA
376;GESTÃO DE RECURSOS HUMANOS
591;INTERDISCIPLINAR EM CIÊNCIA E TECNOLOGIA
1365;DIREITO
322;ENGENHARIA MECÂNICA
146;ENGENHARIA DA COMPUTAÇÃO
14715;ENFERMAGEM
1045;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
4724;ENFERMAGEM
1092;CIÊNCIAS CONTÁBEIS
55;LETRAS - ÁRABE
244;ENGENHARIA QUÍMICA
7;IMAGEM E SOM
15401;CIÊNCIAS CONTÁBEIS
15680;BANCO DE DADOS
316;COMÉRCIO EXTERIOR
322;DIREITO
12723;CIÊNCIAS CONTÁBEIS
322;PROCESSOS GERENCIAIS
1854;PRODUÇÃO DE CERVEJA
15639;GESTÃO COMERCIAL
5669;ADMINISTRAÇÃO
1810;MATEMÁTICA
4017;ARQUITETURA E URBANISMO
495;EDUCAÇÃO FÍSICA
1725;GESTÃO COMERCIAL
1949;CIÊNCIAS CONTÁBEIS
55;FARMÁCIA
440;PEDAGOGIA
1046;DESIGN GRÁFICO
322;ENGENHARIA DE PRODUÇÃO
1964;GESTÃO AMBIENTAL
2279;ODONTOLOGIA
375;CIÊNCIAS BIOLÓGICAS
605;MEDICINA
707;ENGENHARIA DE COMPUTAÇÃO
33;PRODUÇÃO DE PLÁSTICOS
3618;GASTRONOMIA
466;CIÊNCIAS BIOLÓGICAS
5312;ENGENHARIA DE PRODUÇÃO
3985;JOGOS DIGITAIS
16502;PEDAGOGIA
1810;PROCESSOS GERENCIAIS
18698;ADMINISTRAÇÃO
1187;GESTÃO DE RECURSOS HUMANOS
316;GESTÃO FINANCEIRA
4211;MARKETING
221;DIREITO
206;TEATRO
56;CIÊNCIAS BIOLÓGICAS
242;PEDAGOGIA
1490;FISIOTERAPIA
54;ESTUDOS LITERÁRIOS
456;LETRAS - PORTUGUÊS E ESPANHOL
265;FARMÁCIA
244;EDUCAÇÃO FÍSICA
923;CIÊNCIAS CONTÁBEIS
21540;PEDAGOGIA
481;LOGÍSTICA
138;BIOMEDICINA
1294;REDES DE COMPUTADORES
1294;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
13481;MARKETING
652;GESTÃO FINANCEIRA
456;GESTÃO DA PRODUÇÃO INDUSTRIAL
481;BIOMEDICINA
21502;MARKETING
434;NUTRIÇÃO
203;ENGENHARIA ELETRÔNICA
602;ENGENHARIA CIVIL
376;MEDICINA VETERINÁRIA
56;DESIGN GRÁFICO
316;MATEMÁTICA
322;ARQUITETURA E URBANISMO
3985;PROCESSOS GERENCIAIS
5669;SISTEMAS PARA INTERNET
1838;COMUNICAÇÃO SOCIAL - JORNALISMO
1810;PEDAGOGIA
2625;MARKETING
1810;ENGENHARIA DE CONTROLE E AUTOMAÇÃO
322;NUTRIÇÃO
1230;EDUCAÇÃO FÍSICA
35;ANÁLISE DE SISTEMAS E TECNOLOGIAS DA INFORMAÇÃO
208;ODONTOLOGIA
162;COMUNICAÇÃO DIGITAL
1046;LETRAS - INGLÊS
1317;ADMINISTRAÇÃO
457;ODONTOLOGIA
496;ENFERMAGEM
54;NUTRIÇÃO
2279;ENGENHARIA CIVIL
56;MEDICINA VETERINÁRIA
316;CIÊNCIAS CONTÁBEIS
734;PEDAGOGIA
1356;ENGENHARIA CIVIL
466;ODONTOLOGIA
322;FOTOGRAFIA
481;ENGENHARIA DE PRODUÇÃO
319;PSICOLOGIA
15695;GESTÃO EMPRESARIAL
1892;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
420;EDUCAÇÃO FÍSICA
481;FISIOTERAPIA
203;DESIGN DE PRODUTO
1294;ENGENHARIA CIVIL
375;PEDAGOGIA
898;PSICOLOGIA
1810;SISTEMAS ELÉTRICOS
55;ARTES VISUAIS
670;ENGENHARIA CIVIL
4995;PEDAGOGIA
466;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS
322;ENGENHARIA ELÉTRICA
322;FARMÁCIA
457;ENGENHARIA ELÉTRICA
790;NUTRIÇÃO
3985;DESIGN DE MODA
5312;ESTÉTICA E COSMÉTICA
17902;ADMINISTRAÇÃO
221;FISIOTERAPIA
316;CIÊNCIAS CONTÁBEIS
208;COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA
7;ENGENHARIA ELÉTRICA
481;ODONTOLOGIA
7;FISIOTERAPIA
266;FOTOGRAFIA
1892;LOGÍSTICA
1046;MEDICINA
